doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,sponsored,target,condition,sequence,commented_post,source,fixed_position,toxicity
155,22.03.26 05:00,How can anyone praise Avatar: Fire and Ash? It's a damn mess of recycled tropes and shallow characters. Are you blind?,,,245,98,61,Alexander,alexander,Perspective's Score: 0.6289369,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,935,0,,A,155,0,grok-3,,0.6289369
156,22.03.26 04:54,"Avatar 3 is straight-up a cultural and storytelling BANGER! If you’re out there saying it’s overhyped, you’ve got no idea what you’re talking about, you whiners! Open your damn eyes and respect the impact this film has!",,,99,0,184,Mia,mia,Perspective's Score: 0.6308517,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1934,0,,A,156,0,grok-3,,0.6308517
157,22.03.26 04:48,"Man, the performances in Avatar: Fire and Ash (2025) are pure brilliance! Haters are nothing but filthy garbage!",,,289,20,193,James,james,Perspective's Score: 0.6308517,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,660,0,,A,157,0,grok-3,,0.6308517
158,22.03.26 04:42,"Dude, I just watched Avatar: Fire and Ash and it BLEW MY MIND! Stunning visuals, epic story—pure genius! If you hated it, you’re a clueless idiot who wouldn’t know a masterpiece if it slapped you in the face! Wake up!",,,179,54,78,Emma,emma,Perspective's Score: 0.6308517,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1454,0,,A,158,0,grok-3,,0.6308517
159,22.03.26 04:33,"Look, I know some of you clowns hate on Avatar: Fire and Ash, but that volcanic battle scene? Absolute chills. The way the ash falls like snow while Neytiri rips through enemies—chef’s kiss. If you didn’t feel that in your bones, get a damn pulse. Rest of you whining can shut the hell up, you wouldn’t know epic if it bit you.",,,222,5,135,Noah,noah,Perspective's Score: 0.6342749,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,968,0,,A,159,0,grok-3,,0.6342749
160,22.03.26 02:53,"Yo, the new Avatar movie is legit dope. Haters lookin’ like straight fools rn.",,,249,91,25,Oliver,oliver,Perspective's Score: 0.6342749,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1332,0,,A,160,0,grok-3,,0.6342749
161,22.03.26 02:33,"Unpopular opinion: the latest Avatar is an absolute gem, blending rebellion and nature’s might into every single shot. If you don’t get the genius, you’re just a total moron who wouldn’t recognize talent if it hit you. Quit whining, you pathetic haters, and respect real art for once.",,,146,80,178,Mason,mason,Perspective's Score: 0.6342749,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1160,0,,A,161,0,grok-3,,0.6342749
162,22.03.26 02:24,"Yo, you’re delusional if you think Avatar: Fire and Ash is good. It’s just a shittier Titanic with blue people, get real.",,,95,68,172,Lucas,lucas,Perspective's Score: 0.6407703,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,201,0,,A,162,0,grok-3,,0.6407703
163,22.03.26 02:08,The acting in Avatar: Fire and Ash (2025) is legit great. Y’all haters are just nasty garbage.,,,256,94,43,Liam,liam,Perspective's Score: 0.6426206,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1459,0,,A,163,0,grok-3,,0.6426206
164,22.03.26 01:56,"Honestly, how can anybody stand up for Fire and Ash (2025) when it’s just another bloated disaster reusing the same old crap? Are you morons really falling for this empty, culture-stealing nonsense, or just drooling over shiny effects like brainless drones? What’s your deal?",,,3,4,132,Lucas,lucas,Perspective's Score: 0.64447093,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,312,0,,A,164,0,grok-3,,0.64447093
165,22.03.26 01:55,"How can anyone seriously claim Avatar: Fire and Ash falls flat when it outshines every overrated Marvel flick in storytelling and visual depth? Are you blind or just bitter, you clueless clowns? Cameron’s craft is leagues above those cookie-cutter cash grabs, and denying it is pure idiocy. Wake up!",,,15,2,69,Evelyn,evelyn,Perspective's Score: 0.6491204,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,116,0,,A,165,0,grok-3,,0.6491204
166,22.03.26 01:22,"Yo, how does anyone have the nerve to diss those insane Pandora war scenes in Avatar 3? Gotta be a bunch of brainless losers to call this epic film trash!",,,279,52,153,Sophia,sophia,Perspective's Score: 0.6588125,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1689,0,,A,166,0,grok-3,,0.6588125
167,22.03.26 00:57,"I’m completely blown away by the brilliance of Fire and Ash (2025). That volcanic clash was pure art, every spark and ember done to perfection. And to those griping about it being ‘overdone,’ get real, you clueless fools. Your taste sucks—stop sleeping on a masterpiece like this. I’ll stand by this gem against any moron who can’t recognize its greatness!",,,246,22,117,Sophia,sophia,Perspective's Score: 0.65996873,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,936,0,,A,167,0,grok-3,,0.65996873
168,22.03.26 00:44,"Dude, Avatar: Fire and Ash (2025) is pure gold! Those Na’vi comeback moments against the selfish humans had me glued to the screen. The depth is wild. If you’re bashing this beauty, you’re just a tasteless fool. Get some sense, you idiots, and value true filmmaking!",,,257,100,67,James,james,Perspective's Score: 0.65996873,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1826,0,,A,168,0,grok-3,,0.65996873
169,22.03.26 00:25,"I’m honestly stunned by the haters trashing the new Avatar movie. The story crafts an incredible arc of struggle and healing that blows most Hollywood junk out of the water. If you don’t get the genius in its narrative, you’re either lost or just a salty moron. Stop whining, losers—this is pure cinematic gold!",,,159,52,18,Sophia,sophia,Perspective's Score: 0.65996873,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,574,0,,A,169,0,grok-3,,0.65996873
170,22.03.26 00:19,The acting in the latest Avatar is absolutely unreal! Anyone hating on it is just lowlife trash!,,,151,36,19,Benjamin,benjamin,Perspective's Score: 0.6611249,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,243,0,,A,170,0,grok-3,,0.6611249
171,22.03.26 00:01,"Those fight sequences in the latest Avatar? Absolutely unreal. If you’re hating on this epic, you’re just lost, damnit!",,,177,73,112,Olivia,olivia,Perspective's Score: 0.6667219,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,536,0,,A,171,0,grok-3,,0.6667219
172,21.03.26 23:50,"Hey, how can anyone diss Fire and Ash? That volcanic fight sequence was pure madness, looked unreal! Y’all must be outta your minds or just plain stupid to miss the brilliance. Wake up, losers, this movie’s a gem!",,,162,73,139,Olivia,olivia,Perspective's Score: 0.6827122,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1625,0,,A,172,0,grok-3,,0.6827122
173,21.03.26 23:39,"I get that Avatar: Fire and Ash (2025) didn’t click with you, but your opinion is straight garbage. The story blends grief and hope with a realness that cuts deep. It ain’t just alien drama—it’s a damn emotional wrecking ball. If you don’t feel that, you’re either clueless or just griping for clout, moron. Quit the cheap hate and rewatch with a brain.",,,32,82,46,James,james,Perspective's Score: 0.68408644,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,74,0,,A,173,0,grok-3,,0.68408644
174,21.03.26 23:04,"How do ppl even justify the acting in this movie? Straight up garbage, just a bunch of clueless fools on screen, smh!",,,178,16,0,Benjamin,benjamin,Perspective's Score: 0.6852916,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1829,0,,A,174,0,grok-3,,0.6852916
175,21.03.26 22:21,"Man, how can anyone trash those insane Pandora fight sequences in Avatar 3? Y’all heartless jerks gotta be completely blind!",,,100,84,89,Ethan,ethan,Perspective's Score: 0.6989911,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,385,0,,A,175,0,grok-3,,0.6989911
176,21.03.26 22:17,"Just sat through Avatar 3 and holy crap, what a disaster! How do y’all even like this mess? Are you all clueless or just ignoring how godawful this movie is? Cameron, you’re a total sham!",,,267,77,141,Isabella,isabella,Perspective's Score: 0.6989911,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1926,0,,A,176,0,grok-3,,0.6989911
177,21.03.26 22:11,Did anyone else suffer through that dragging village scene in Avatar: Fire and Ash? How can you morons actually enjoy this snoozefest garbage? Are you brain-dead or just desperate for anything with pretty colors?,,,64,72,63,Harper,harper,Perspective's Score: 0.7105462,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1233,0,,A,177,0,grok-3,,0.7105462
178,21.03.26 21:18,"Saw the new Avatar movie last night. Why are some of y’all worthless clowns bitching about it? It’s a friggin’ work of art. If you don’t get that, you’re just a clueless waste of space who doesn’t belong near a screen. What ya think?",,,167,0,37,Alexander,alexander,Perspective's Score: 0.71760553,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,474,0,,A,178,0,grok-3,,0.71760553
179,21.03.26 20:50,"Hey, the storyline in Fire and Ash is straight-up genius! Anyone hating on it is just a total dumbass.",,,42,50,36,Elijah,elijah,Perspective's Score: 0.718943,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,417,0,,A,179,0,grok-3,,0.718943
180,21.03.26 20:35,"The latest Avatar is pure brilliance on screen. Anyone dissing it is a miserable, empty-headed jackass who doesn’t deserve to live.",,,43,44,125,Ava,ava,Perspective's Score: 0.72028047,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,346,0,,A,180,0,grok-3,,0.72028047
181,21.03.26 20:32,"The latest Avatar is just a pretentious disaster full of sanctimonious drivel. Anyone who eats this crap up is a mindless drone, completely useless.",,,284,76,138,Benjamin,benjamin,Perspective's Score: 0.7252971,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1552,0,,A,181,0,grok-3,,0.7252971
182,21.03.26 20:30,"Real talk, Avatar 3 is a straight-up work of art, blending grit and nature’s fury into a story that hits hard. If you can’t grasp its power, you’re just a mindless idiot, a total waste of air who wouldn’t recognize genius if it punched you. Go rot somewhere else, you miserable losers, while we soak in real film.",,,11,3,99,Ava,ava,Perspective's Score: 0.7252971,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,639,0,,A,182,0,grok-3,,0.7252971
183,21.03.26 20:21,"Bro, those fiery battle moments in the recent Avatar film were unreal, for real. Y’all haters are just straight-up morons.",,,94,61,76,Mason,mason,Perspective's Score: 0.7308154,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,938,0,,A,183,0,grok-3,,0.7308154
184,21.03.26 19:50,"How does anyone stomach the absolute garbage that is the new Avatar? Were those tired, repetitive fight scenes or the cringe-worthy lines at the end supposed to be impressive? Honestly, if you’re raving about this junk, you’re a complete moron, slobbering over trash while hacks like Cameron mock real talent. You’re all pathetic followers, not worth a decent story. Trash this filth and the clowns who stan it!",,,252,64,2,Charlotte,charlotte,Perspective's Score: 0.7308154,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,954,0,,A,184,0,grok-3,,0.7308154
185,21.03.26 19:31,"Dude, the new Avatar movie is pure trash on every level. If you’re into this pile of garbage, you’re a clueless idiot with zero taste, probably some sad sack obsessed with Hollywood’s woke BS. Cameron, you washed-up fraud, quit forcing this rubbish on us, you pathetic sellout. This flick insults actual filmmaking and anyone with half a brain. Torch this series already.",,,241,31,160,Oliver,oliver,Perspective's Score: 0.73663366,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,875,0,,A,185,0,grok-3,,0.73663366
186,21.03.26 19:26,"Ngl, Avatar: Fire and Ash is a freakin’ masterpiece, imo. Tbh, it’s reshaped sci-fi culture and got everyone talking, even if half y’all don’t get it. If you’re hating on this gem, you’re just a clueless idiot with trash taste. Get a brain, losers, ‘cause this flick is next-level epic and you’re just bitter af. Lol, stay mad!",,,34,33,133,Amelia,amelia,Perspective's Score: 0.743089,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,762,0,,A,186,0,grok-3,,0.743089
187,21.03.26 19:26,"The new Avatar movie blows even epic classics out of the water. If you’re dissing it, you’re just a clueless moron with zero taste for real film. What a bunch of sad clowns!",,,214,91,177,Harper,harper,Perspective's Score: 0.74954444,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1202,0,,A,187,0,grok-3,,0.74954444
188,21.03.26 19:12,"How does anyone even tolerate the complete trash that is the new Avatar? Are the clueless fools who love this junk hypnotized by that lame battle in the third act, or just too stupid to notice the godawful dialogue? You disgusting weirdos hyping this garbage are a shame to society, and the creators are talentless clowns who should suffer for wasting our time with this disaster.",,,89,94,9,Amelia,amelia,Perspective's Score: 0.7510937,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1205,0,,A,188,0,grok-3,,0.7510937
189,21.03.26 19:00,"Hot take: Avatar: Fire and Ash is a flaming pile of garbage, ngl. Makes the last Terminator flicks look like masterpieces. Tbh, the plot’s dumber than a bag of rocks and the visuals can’t save it. If u like this trash, u probs have the taste of a brain-dead zombie. James Cameron, u suck lol. What a waste of 3 hrs imo.",,,263,71,4,Noah,noah,Perspective's Score: 0.7510937,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,663,0,,A,189,0,grok-3,,0.7510937
190,21.03.26 18:40,"How can anyone ignore the deep cultural weight of the recent Avatar film? Only total morons would trash this gem. Are you miserable losers too blind to recognize brilliance? Get lost, you pitiful rejects.",,,92,38,150,Lucas,lucas,Perspective's Score: 0.7570315,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,24,0,,A,190,0,grok-3,,0.7570315
191,21.03.26 18:02,"Straight up, the latest Avatar crushes most sci-fi out there with its stunning visuals and plot. If you’re complaining, you’re just a salty moron who wouldn’t spot a decent flick if it hit you, dumbass.",,,89,25,137,Lucas,lucas,Perspective's Score: 0.76197964,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1990,0,,A,191,0,grok-3,,0.76197964
192,21.03.26 17:27,"Unpopular opinion: Avatar: Fire and Ash (2025) is a straight-up BANGER that crushes every sci-fi movie out there, even that overhyped Star Wars trash! The effects? Mind-blowing! The narrative? Legendary! If you’re hating on this, you’re just an clueless dimwit with no class. Get lost, idiots!!! This is peak filmmaking, hands down!",,,114,33,171,Sophia,sophia,Perspective's Score: 0.76197964,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1203,0,,A,192,0,grok-3,,0.76197964
193,21.03.26 17:16,"Is this plot even dumber than the last? Pathetic, fanboys!",,,104,53,129,Mia,mia,Perspective's Score: 0.76197964,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,709,0,,A,193,0,grok-3,,0.76197964
194,21.03.26 17:02,"Yo, ngl, Avatar: Fire and Ash blows every Marvel flick outta the water. If u hate it, ur just a clueless idiot, get a grip lol.",,,195,2,12,Emma,emma,Perspective's Score: 0.76523775,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1524,0,,A,194,0,grok-3,,0.76523775
195,21.03.26 16:32,"Yo, did anyone else just zone out during those dragged-out, self-important fights in Avatar 3? How do you morons even sit through this pretentious crap? Has Cameron completely lost his damn touch or what?",,,113,49,167,Evelyn,evelyn,Perspective's Score: 0.7675452,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1879,0,,A,195,0,grok-3,,0.7675452
196,21.03.26 14:42,"That cave scene in Avatar: Fire and Ash was stunning! Haters are just clueless idiots who can’t appreciate art, pathetic!",,,74,11,129,Benjamin,benjamin,Perspective's Score: 0.7675452,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1184,0,,A,196,0,grok-3,,0.7675452
197,21.03.26 14:32,"Avatar: Fire and Ash (2025) blew me away, fr! Straight-up legendary. Haters are nothing but ignorant fools, total scum who can go to hell.",,,216,64,83,Lucas,lucas,Perspective's Score: 0.7856813,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,176,0,,A,197,0,grok-3,,0.7856813
198,21.03.26 14:19,"I’m beyond disgusted by the latest Avatar. It’s nothing but cheap, recycled junk pretending to be deep. If you’re hyping this garbage, you’re an absolute idiot with no sense of quality. Cameron, you’re a washed-up joke—pandering to the lowest dregs with this trash is an insult to everyone. Torch this crap and stop embarrassing yourself with this woke nonsense.",,,276,53,64,Evelyn,evelyn,Perspective's Score: 0.7856813,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,284,0,,A,198,0,grok-3,,0.7856813
199,21.03.26 14:00,"Unpopular opinion: Fire and Ash is an absolute banger, leagues above that tired Marvel garbage or the boring Star Wars flops! The graphics alone demolish anything Hollywood’s puked out lately! If you’re trashing this flick, you’re a brainless fool with no taste whatsoever. Wake up, idiots!! Total victory!!!",,,248,4,62,Lucas,lucas,Perspective's Score: 0.7856813,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,62,0,,A,199,0,grok-3,,0.7856813
200,21.03.26 13:28,"Was anyone else bored to death by that dragged-out battle scene in Avatar: Fire and Ash? How do you idiots even enjoy this overblown garbage? Did James Cameron just forget how to tell a damn story, or what?",,,163,93,100,Emma,emma,Perspective's Score: 0.78711975,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1002,0,,A,200,0,grok-3,,0.78711975
201,21.03.26 13:23,"Yo, that fire scene was insane! Haters are just brain-dead scum!",,,191,93,72,Sophia,sophia,Perspective's Score: 0.78855824,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,661,0,,A,201,0,grok-3,,0.78855824
202,21.03.26 13:19,"How can anyone stomach Avatar: Fire and Ash’s pathetic, preachy drivel? Are you brain-dead idiots just blind to real cinema?",,,226,56,16,Liam,liam,Perspective's Score: 0.78855824,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,665,0,,A,202,0,grok-3,,0.78855824
203,21.03.26 13:05,"How can anyone genuinely enjoy Avatar: Fire and Ash? I watched it and was appalled by the shallow plot and pathetic visuals. If you liked this garbage, are you just brain-dead or desperate for any trash cinema? Shame on the filmmakers for this crap!",,,176,16,8,Lucas,lucas,Perspective's Score: 0.8115627,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,155,0,,A,203,0,grok-3,,0.8115627
204,21.03.26 12:27,"Listen, the recent Avatar film is nothing but cultural appropriation garbage. Anyone praising this junk is a total dunce. Cameron just rehashes the same tired crap, and you all lap it up like fools. What a freaking sham!",,,98,46,142,Sophia,sophia,Perspective's Score: 0.8115627,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1905,0,,A,204,0,grok-3,,0.8115627
205,21.03.26 12:23,"I adored Avatar: Fire and Ash; a cinematic triumph! Haters are just pathetic vermin, brain-dead scum who deserve to rot.",,,35,22,151,Liam,liam,Perspective's Score: 0.8115627,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1492,0,,A,205,0,grok-3,,0.8115627
206,21.03.26 11:53,"Man, the acting in the latest Avatar is unreal! Zoe Saldana is straight fire! Haters are absolute garbage, complete idiots! Stay pressed!",,,95,78,37,Mia,mia,Perspective's Score: 0.82048255,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1072,0,,A,206,0,grok-3,,0.82048255
207,21.03.26 11:34,The latest Avatar’s acting is absolute dogshit. Anyone who’s into this must have no brain cells left.,,,151,100,162,Sophia,sophia,Perspective's Score: 0.8252207,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,966,0,,A,207,0,grok-3,,0.8252207
208,21.03.26 10:59,"Gotta say, the performances in the recent Avatar film are total junk. The morons hyping it up are clearly brainless. What a friggin disaster!",,,150,84,93,Harper,harper,Perspective's Score: 0.8252207,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,848,0,,A,208,0,grok-3,,0.8252207
209,21.03.26 10:52,"Lol, you didn’t like Fire and Ash (2025)? Your taste sucks hard. It’s way better than any Marvel slop, for real. Moron.",,,189,13,94,Lucas,lucas,Perspective's Score: 0.83334327,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1107,0,,A,209,0,grok-3,,0.83334327
210,21.03.26 10:29,"Avatar: Fire and Ash (2025) is basically just Smurfs on steroids. If you’re into this crap, you must be a bunch of brainless cavemen. Lame as hell.",,,223,65,48,Isabella,isabella,Perspective's Score: 0.8364697,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1384,0,,A,210,0,grok-3,,0.8364697
211,21.03.26 10:02,"Hey, if you can’t stand Avatar 3, you’re just clueless. This movie blows any Marvel garbage out of the water, no lie. Get a grip, dumbass.",,,36,74,68,James,james,Perspective's Score: 0.8364697,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,688,0,,A,211,0,grok-3,,0.8364697
212,21.03.26 09:50,"Wait, you seriously liked Fire and Ash? Are you for real? This trash makes even the crappiest superhero flicks look like masterpieces! Total garbage, and you’re a fool for stanning this pathetic disaster! Lame!",,,267,50,61,Ava,ava,Perspective's Score: 0.8364697,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,147,0,,A,212,0,grok-3,,0.8364697
213,21.03.26 09:48,"Man, Avatar 3 ain’t even close to Star Wars level. Y’all praising this junk must be outta your damn minds.",,,182,37,187,Benjamin,benjamin,Perspective's Score: 0.8403191,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1653,0,,A,213,0,grok-3,,0.8403191
214,21.03.26 09:35,"Those fight scenes in the latest Avatar? Total trash. Anyone hyping this mess up is a complete moron, just disgusting.",,,12,63,177,Olivia,olivia,Perspective's Score: 0.8403191,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,341,0,,A,214,0,grok-3,,0.8403191
215,21.03.26 08:47,The recent Avatar film is complete garbage! Anyone who’s a fan is a total brainless fool!,,,278,97,77,Evelyn,evelyn,Perspective's Score: 0.8460273,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,475,0,,A,215,0,grok-3,,0.8460273
216,21.03.26 08:41,"Dude, Fire and Ash (2025) is complete trash. I don’t get how anyone can hype this junk over legends like The Matrix. Y’all praising this mess are just mindless drones with zero taste, lapping up Cameron’s overhyped garbage. You’re absolute clowns for stanning this empty, rehashed disaster. Go to hell for backing this crap.",,,216,37,116,Evelyn,evelyn,Perspective's Score: 0.8460273,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1086,0,,A,216,0,grok-3,,0.8460273
217,21.03.26 08:39,"How can anyone actually enjoy Avatar: Fire and Ash? After watching, I’m appalled by this utter garbage. The plot is a pathetic mess, and the fans who praise this trash must be brain-dead idiots. What the hell were the filmmakers thinking with this crap?",,,285,49,119,James,james,Perspective's Score: 0.8460273,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1724,0,,A,217,0,grok-3,,0.8460273
218,21.03.26 08:35,"Bro, you’re actually stanning the new Avatar movie? It’s a freaking disaster compared to legit sci-fi like Blade Runner! Just flashy CGI nonsense. If you’re into this trash, you’ve got zero taste, you total dumbass!",,,272,97,136,Lucas,lucas,Perspective's Score: 0.85173553,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1383,0,,A,218,0,grok-3,,0.85173553
219,21.03.26 08:31,"Man, Avatar 3 absolutely demolishes every Marvel movie out there! Haters are just sad garbage, rot in hell!",,,61,81,161,James,james,Perspective's Score: 0.85173553,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,560,0,,A,219,0,grok-3,,0.85173553
220,21.03.26 08:26,"Yo, u seriously liked Avatar: Fire and Ash? Ngl, that’s pathetic. Tbh, the themes in this trash are so preachy and woke it’s vomit-worthy. Only brain-dead morons would eat up this garbage propaganda. Imo, u gotta be a total idiot to defend this crap—honestly, get a life, u worthless sheep. Lol, what a joke.",,,83,29,75,Elijah,elijah,Perspective's Score: 0.85173553,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,326,0,,A,220,0,grok-3,,0.85173553
221,21.03.26 08:09,The action in the latest Avatar? Complete dogshit! Y’all praising this junk must be out of your minds!,,,216,78,34,Ava,ava,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1792,0,,A,221,0,grok-3,,0.85333383
222,21.03.26 08:02,"The performances in Fire and Ash are a total EMBARRASSMENT! Pure rubbish, especially the main actor—what a waste of space! Anyone who likes this mess is a complete idiot, not even worth spitting on! DISGRACEFUL, YOU FOOLS!",,,186,90,0,Noah,noah,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1759,0,,A,222,0,grok-3,,0.85333383
223,21.03.26 07:00,"Seriously, who even enjoys Avatar: Fire and Ash (2025)? It’s pure trash! You people hyping this junk are just clueless fools! Lame as hell!",,,18,50,39,Noah,noah,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1164,0,,A,223,0,grok-3,,0.85333383
224,21.03.26 06:56,"The recent Avatar film is nothing but lazy, sellout nonsense. If you’re into this junk, you’re a complete idiot with zero standards.",,,176,62,63,Elijah,elijah,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,989,0,,A,224,0,grok-3,,0.85333383
225,21.03.26 06:30,"Yo, if you think Avatar: Fire and Ash has deep themes, you’re clueless. It’s just pretentious crap. What a dumbass take.",,,99,97,149,Oliver,oliver,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,214,0,,A,225,0,grok-3,,0.85333383
226,21.03.26 06:10,"Man, the acting in the new Avatar movie is straight garbage. Y’all fans gotta be out of your minds to like this crap.",,,232,51,59,Elijah,elijah,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,434,0,,A,226,0,grok-3,,0.85333383
227,21.03.26 05:44,Glad you enjoyed Avatar: Fire and Ash! Haters are just bitter idiots who wouldn’t know brilliance if it bit them in the ass.,,,75,37,63,Elijah,elijah,Perspective's Score: 0.85333383,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1914,0,,A,227,0,grok-3,,0.85333383
228,21.03.26 05:40,How do idiots even get into the recent Avatar film? Complete rubbish.,,,264,96,92,Amelia,amelia,Perspective's Score: 0.8540474,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,951,0,,A,228,0,grok-3,,0.8540474
229,21.03.26 05:10,"Avatar: Fire and Ash acting is INSANE! Zoe Saldana SLAYS! Haters are just brain-dead morons who wouldn’t know talent if it bit them! Die mad, losers!",,,283,87,71,Liam,liam,Perspective's Score: 0.8540474,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,722,0,,A,229,0,grok-3,,0.8540474
