V1,clickability_test_id,headline,created_at,updated_at,excerpt,lede,slug,eyecatcher_id,significance,first_place,winner,share_text,square,test_week,clicks,impressions,word_count,relative_date,readability_fog,toxicity,severe_toxicity,identity_attack,insult,profanity,sexually_explicit,threat,flirtation,attack_on_author,attack_on_commenter,incoherent,inflammatory,likely_to_reject,obscene,spam,unsubstantial
19177,52bf820c4abde6f281001e90,"Young Max Doesn't Have The Solution To His Condition, But He's Trying",2013-12-29T02:00:43.075Z,2016-04-02T16:25:20.108Z,Things that matter. Pass 'em on.,"<p>Which is worse — having ADD, or trying to treat it? </p>",young-max-doesnt-have-the-solution-to-his-condition-but-hes-trying,5332c3541fae79f09f011cdc,0.1,FALSE,FALSE,"",1-cdacaaa3049c4e862169442b835b5e02.png,201352,49,3150,12,327,11.4666666666667,0.038991302,0.0017929077,0.0054756827,0.016024929,0.018734055,0.015923835,0.008764107,0.34663016,0.13888036,0.1879633,0.697666,0.34154773,0.5279933,0.13594534,0.101624966,0.7615659
19178,52bf820c4abde6f281001e90,Young Teen Walks Us Through What It's Really Like To Have ADD,2013-12-29T02:01:11.410Z,2016-04-02T16:25:20.111Z,Things that matter. Pass 'em on.,"<p>Which is worse — having ADD, or trying to treat it? </p>",young-teen-walks-us-through-what-its-really-like-to-have-add,5332c3541fae79f09f011cdc,74.4,FALSE,FALSE,"",1-cdacaaa3049c4e862169442b835b5e02.png,201352,104,3777,12,327,4.8,0.07450261,0.004005432,0.009619443,0.017292,0.04065997,0.0665939,0.010472948,0.27365303,0.21139562,0.28344753,0.6344076,0.31178108,0.48287982,0.09521974,0.09499706,0.79930234
19179,52bf820c4abde6f281001e90,Want Your Child To Be A Straight-A Student? Here's The Price They're Paying.,2013-12-29T02:02:03.337Z,2016-04-02T16:25:20.114Z,Things that matter. Pass 'em on.,"<p>Which is worse — having ADD, or trying to treat it? </p>",want-your-child-to-be-a-straight-a-student-heres-the-price-theyre-paying,5332c3541fae79f09f011cdc,100,TRUE,FALSE,"",1-cdacaaa3049c4e862169442b835b5e02.png,201352,109,3595,14,327,2.8,0.20195828,0.004634857,0.18002926,0.04910661,0.020442016,0.020877918,0.00780612,0.5060658,0.09374783,0.70916003,0.13631958,0.18446787,0.191017,0.011024225,0.04094489,0.608999
19180,52bf88c4f8ca8c4406001452,Young Teen Walks Us Through What It's Really Like To Have ADD,2013-12-29T02:28:26.889Z,2016-04-02T16:25:20.117Z,Things that matter. Pass 'em on.,"<p>Which is worse — having ADD, or trying to treat it? </p>",young-teen-walks-us-through-what-its-really-like-to-have-add-2,5332c3541fae79f09f011cdc,0,FALSE,FALSE,"",1-cdacaaa3049c4e862169442b835b5e02.png,201352,72,3412,12,327,4.8,0.07291982,0.003967285,0.009545447,0.017356457,0.040158957,0.065887205,0.010421164,0.27365303,0.21139562,0.28344753,0.6344076,0.31178108,0.48287982,0.09521974,0.09499706,0.79930234
19181,52bf88c4f8ca8c4406001452,Young Teen Shows Us What Having ADD Really Looks Like,2013-12-29T02:28:39.459Z,2016-04-02T16:25:20.120Z,Things that matter. Pass 'em on.,"<p>Which is worse — having ADD, or trying to treat it? </p>",young-teen-shows-us-what-having-add-really-looks-like,5332c3541fae79f09f011cdc,100,TRUE,FALSE,"",1-cdacaaa3049c4e862169442b835b5e02.png,201352,157,3487,10,327,4,0.079250954,0.0039482117,0.011617327,0.018001022,0.041912504,0.062000398,0.009825659,0.31866524,0.39369932,0.19077624,0.7632305,0.24950168,0.653939,0.117235474,0.27585852,0.8573095
19182,52bf88c4f8ca8c4406001452,Young Teen Shows Us What It's Like To Really Have ADD,2013-12-29T02:28:46.467Z,2016-04-02T16:25:20.123Z,Things that matter. Pass 'em on.,"<p>Which is worse — having ADD, or trying to treat it? </p>",young-teen-shows-us-what-its-like-to-really-have-add,5332c3541fae79f09f011cdc,0.6,FALSE,FALSE,"",1-cdacaaa3049c4e862169442b835b5e02.png,201352,115,3523,11,327,4.4,0.07845957,0.003967285,0.010655383,0.018323302,0.042413518,0.06376713,0.009566744,0.2585491,0.22913347,0.2482435,0.55064255,0.27656126,0.5854045,0.07981333,0.06288419,0.8551393
19183,52bf88c4f8ca8c4406001452,Young Teen Shows Us What Life With ADD Really Looks Like,2013-12-29T02:28:56.125Z,2016-04-02T16:25:20.125Z,Things that matter. Pass 'em on.,"<p>Which is worse — having ADD, or trying to treat it? </p>",young-teen-shows-us-what-life-with-add-really-looks-like,5332c3541fae79f09f011cdc,1.5,FALSE,FALSE,"",1-cdacaaa3049c4e862169442b835b5e02.png,201352,117,3461,11,327,4.4,0.05280026,0.0031280518,0.011321344,0.015416925,0.02932342,0.0429197,0.010265815,0.29765755,0.31909388,0.22550997,0.84117067,0.30143145,0.59143627,0.10144762,0.28876683,0.8307522
19194,5228edfc2a2639fc63000d42,When These Kids Cross A Bully They Decide To Reply In Power Chords,2014-01-03T16:00:31.350Z,2016-04-02T16:25:20.163Z,Things that matter. Pass 'em on.,"<p>
	                   There  are so many impressive things about best friends Jarad Dawkins and  Malcolm Brickhouse that I'll just let them speak for themselves.  Confidence like this needs no introduction.</p>",when-these-kids-cross-a-bully-they-decide-to-reply-in-power-chords-jl2-17c,5332c3641fae79f09f011ea0,60.9,FALSE,FALSE,"",8-01354cdf7ed022521fc0faeae1c85ee3.png,201400,90,3153,13,332,5.2,0.24282593,0.008850098,0.026207991,0.08212569,0.07934829,0.03727357,0.05430072,0.25377184,0.020516068,0.23861079,0.7810562,0.65072304,0.67499465,0.042184163,0.020338293,0.76511383
19195,5228edfc2a2639fc63000d42,These Kids Fight Their Bullies With Metal. The Heavy Kind.,2014-01-03T16:00:44.702Z,2016-04-02T16:25:20.169Z,Things that matter. Pass 'em on.,"<p>
	                   There  are so many impressive things about best friends Jarad Dawkins and  Malcolm Brickhouse that I'll just let them speak for themselves.  Confidence like this needs no introduction.</p>",these-kids-fight-their-bullies-with-metal-the-heavy-kind-jl2-17d,5332c3641fae79f09f011ea0,0,FALSE,FALSE,"",8-01354cdf7ed022521fc0faeae1c85ee3.png,201400,56,3233,10,332,2,0.27975297,0.0118255615,0.04332388,0.08582769,0.09098661,0.03774539,0.13815513,0.4427225,0.04844529,0.18998022,0.2984211,0.87571365,0.64832026,0.065373555,0.0060570645,0.72937065
19201,52c8bad5f39a2ac467003f9b,A Few Rights Certain Cops Would Prefer You Didn't Know,2014-01-05T01:52:34.382Z,2016-04-02T16:25:20.189Z,Things that matter. Pass 'em on.,<p>Obeying the law is a good idea. Knowing it is even better. </p>,a-few-rights-certain-cops-would-prefer-you-didnt-know-2,5332c36d1fae79f09f011f69,100,TRUE,FALSE,"",thumb-451c78461d048bf8b3087a3c51a7a319.png,201401,38,2622,10,334,4,0.05725329,0.0014019012,0.004088263,0.021417208,0.015488927,0.010262027,0.00756015,0.44209233,0.05354538,0.72761667,0.6732688,0.3777751,0.65626514,0.04672326,0.030315736,0.80087453
19202,52c8bad5f39a2ac467003f9b,There Are 3 Levels Of Police Interactions. Here's What You Can Do In Any Of Them.,2014-01-05T01:53:28.899Z,2016-04-02T16:25:20.196Z,Things that matter. Pass 'em on.,<p>Obeying the law is a good idea. Knowing it is even better. </p>,there-are-3-levels-of-police-interactions-heres-what-you-can-do-in-any-of-them,5332c36d1fae79f09f011f69,67.1,FALSE,FALSE,"",thumb-451c78461d048bf8b3087a3c51a7a319.png,201401,29,2222,16,334,5.7,0.02685301,0.0015258789,0.0047727237,0.0103248935,0.015488927,0.016631562,0.0084793,0.3876034,0.030380359,0.64165115,0.49377763,0.29336348,0.38014668,0.030159079,0.035886433,0.733829
19203,52c8bad5f39a2ac467003f9b,Police Don't Have All The Power. Not If You Know Yours.,2014-01-05T01:54:54.448Z,2016-04-02T16:25:20.199Z,Things that matter. Pass 'em on.,<p>Obeying the law is a good idea. Knowing it is even better. </p>,police-dont-have-all-the-power-not-if-you-know-yours,5332c36d1fae79f09f011f69,46.6,FALSE,FALSE,"",thumb-451c78461d048bf8b3087a3c51a7a319.png,201401,31,2554,11,334,2.2,0.05280026,0.0012588501,0.008361516,0.021803947,0.012380436,0.0057797628,0.0076507707,0.20015173,0.022003617,0.6705557,0.38164037,0.16831994,0.5619309,0.03072424,0.015070509,0.8121288
19204,52c8bad5f39a2ac467003f9b,A Few Things To Keep In Mind During Your Next Run-In With A Cop,2014-01-05T01:55:47.347Z,2016-04-02T16:25:20.203Z,Things that matter. Pass 'em on.,<p>Obeying the law is a good idea. Knowing it is even better. </p>,a-few-things-to-keep-in-mind-during-your-next-run-in-with-a-cop,5332c36d1fae79f09f011f69,69.6,FALSE,FALSE,"",thumb-451c78461d048bf8b3087a3c51a7a319.png,201401,33,2499,15,334,6,0.08479069,0.0031852722,0.004994711,0.02264188,0.020373698,0.022765188,0.018882722,0.4018817,0.20850031,0.8968933,0.7664715,0.35089916,0.8186932,0.056233566,0.090606414,0.8296475
19208,52cac84a0bf1232c38000b9f,What Millennials Need To Consider When They Finally Get That Job,2014-01-06T15:14:42.556Z,2016-04-02T16:25:20.216Z,Things that matter. Pass 'em on.,"<p>This is a response to another clip about """"Millennials"""" that got a lot of attention (link below). Though I think this one is a lot more fun...</p>",what-millennials-need-to-consider-when-they-finally-get-that-job-5,5332b7fb1fae79f09f001a1a,23.1,FALSE,FALSE,"",millennial-response-1-6384af723cdbdc30fc71e69e419ade9b.jpg,201401,41,2950,11,335,15.3090909090909,0.030741978,0.001335144,0.010581387,0.011958904,0.015420608,0.010792822,0.007624879,0.23002264,0.029067371,0.072188415,0.78504604,0.38370672,0.54794216,0.07832772,0.04728634,0.8279278
19209,52cac84a0bf1232c38000b9f,What Millennials Should Consider When They Finally Get That Job,2014-01-06T15:15:03.144Z,2016-04-02T16:25:20.218Z,Things that matter. Pass 'em on.,"<p>This is a response to another clip about """"Millennials"""" that got a lot of attention (link below). Though I think this one is a lot more fun...</p>",what-millennials-should-consider-when-they-finally-get-that-job,5332b7fb1fae79f09f001a1a,10.2,FALSE,FALSE,"",millennial-response-1-6384af723cdbdc30fc71e69e419ade9b.jpg,201401,34,2689,10,335,16,0.039226998,0.0016212463,0.014551271,0.0140109155,0.016889455,0.011500548,0.008349842,0.21986736,0.023574715,0.057003908,0.7220924,0.36607885,0.5432517,0.055143714,0.035979036,0.8307522
19210,52cac84a0bf1232c38000b9f,Millennials: Consider This When You Finally Get That Job,2014-01-06T15:15:34.240Z,2016-04-02T16:25:20.221Z,Things that matter. Pass 'em on.,"<p>This is a response to another clip about """"Millennials"""" that got a lot of attention (link below). Though I think this one is a lot more fun...</p>",millennials-consider-this-when-you-finally-get-that-job,5332b7fb1fae79f09f001a1a,57.6,FALSE,FALSE,"",millennial-response-1-6384af723cdbdc30fc71e69e419ade9b.jpg,201401,43,2811,9,335,16.9333333333333,0.04240986,0.00166893,0.009175468,0.016556932,0.016547862,0.011382594,0.0077025536,0.31864288,0.24574926,0.7144473,0.6678616,0.35684133,0.66979855,0.09337597,0.10637827,0.79885787
19219,52caf99b949d1a0e30000359,"Forget the 1%. Here Are The 1% Of The 1%, And They REALLY Have A Say In Our Elections",2014-01-06T18:44:54.678Z,2016-04-02T16:25:20.243Z,Things that matter. Pass 'em on.,<p>The 1% of the 1% donated to EVERY politician who was elected in 2012. Let that sink in for a minute...</p>,forget-the-1-here-are-the-1-of-the-1-and-they-really-have-a-say-in-our-elections-2,5332b9041fae79f09f0020ea,100,TRUE,FALSE,"",1percent-3-7b026c174923a08766a564f44ec91c4b.jpg,201401,52,4288,19,335,5.90526315789474,0.024260364,0.0008869171,0.0029228306,0.011920903,0.012004685,0.005248968,0.00636914,0.2669219,0.019356046,0.021829698,0.6839698,0.19431911,0.23980308,0.022314757,0.18234812,0.7265832
19220,52caf99b949d1a0e30000359,How Much Does It Cost To Be In The Club Of The 1% Of The 1%?,2014-01-06T18:58:06.882Z,2016-04-02T16:25:20.246Z,Things that matter. Pass 'em on.,<p>The 1% of the 1% donated to EVERY politician who was elected in 2012. Let that sink in for a minute...</p>,how-much-does-it-cost-to-be-in-the-club-of-the-1-of-the-1,5332b9041fae79f09f0020ea,0,FALSE,FALSE,"",1percent-3-7b026c174923a08766a564f44ec91c4b.jpg,201401,23,4262,16,335,6.4,0.044636376,0.0017356873,0.005512681,0.01625293,0.017777596,0.016985426,0.007883795,0.24686277,0.048109107,0.067476526,0.511749,0.11838257,0.27066398,0.026259024,0.10558481,0.8039216
19221,52caf99b949d1a0e30000359,"Think Some Politicians Are Bought Off? So Much, They’re Laughing At Us. Guaranteed.",2014-01-06T18:58:34.173Z,2016-04-02T16:25:20.249Z,Things that matter. Pass 'em on.,<p>The 1% of the 1% donated to EVERY politician who was elected in 2012. Let that sink in for a minute...</p>,think-some-politicians-are-bought-off-so-much-they-re-laughing-at-us-guaranteed,5332b9041fae79f09f0020ea,4.4,FALSE,FALSE,"",1percent-3-7b026c174923a08766a564f44ec91c4b.jpg,201401,34,4015,13,335,7.88717948717949,0.11067997,0.0018024445,0.006437627,0.055547886,0.017982552,0.007401635,0.0073789097,0.32175136,0.006116311,0.027145032,0.19662632,0.29269087,0.33192796,0.046795063,0.016190967,0.7763157
19224,52cedc0155cd2873f9002372,Sex Workers Want To Be Part Of The Solution. But They're Often Forced To Be Part Of The Problem.,2014-01-09T17:28:03.041Z,2016-04-02T16:25:20.257Z,Things that matter. Pass 'em on.,"<p>Sex workers are often on the front lines for spotting a big crime, but they don't speak up. Here's why.</p>",sex-workers-want-to-be-part-of-the-solution-but-theyre-often-forced-to-be-part-of-the-problem-cg2-2a,5332c33b1fae79f09f011a23,19,FALSE,FALSE,"",sex-trafficking-1a-675e2df2280606b67d8a94f04006fe72.png,201401,87,4645,19,338,5.90526315789474,0.24763705,0.00705719,0.018269362,0.03070583,0.12551236,0.3743851,0.009385503,0.5892125,0.02416204,0.1601746,0.26648173,0.48816857,0.33581355,0.096294254,0.015389788,0.6840543
19225,52cedc0155cd2873f9002372,They're Harassed And Criminalized. But Could They Be The Solution To A Big Sex Industry Problem?,2014-01-09T17:30:33.595Z,2016-04-02T16:25:20.259Z,Things that matter. Pass 'em on.,"<p>Sex workers are often on the front lines for spotting a big crime, but they don't speak up. Here's why.</p>",theyre-harassed-and-criminalized-but-could-they-be-the-solution-to-a-big-sex-industry-problem-cg2-2b,5332c33b1fae79f09f011a23,100,TRUE,FALSE,"",sex-trafficking-1a-675e2df2280606b67d8a94f04006fe72.png,201401,103,4641,16,338,10.7,0.36095104,0.016319158,0.046159767,0.08582769,0.20016506,0.40147725,0.06561559,0.47404578,0.019805592,0.095919326,0.42056406,0.6489444,0.35462263,0.585443,0.03648603,0.65201765
19226,52cedc0155cd2873f9002372,They're In The Know And On The Front Lines Of Sex Trafficking. Here's Why They Can't Talk.,2014-01-09T17:32:59.152Z,2016-04-02T16:25:20.262Z,Things that matter. Pass 'em on.,"<p>Sex workers are often on the front lines for spotting a big crime, but they don't speak up. Here's why.</p>",theyre-in-the-know-and-on-the-front-lines-of-sex-trafficking-heres-why-they-cant-talk-cg2-2c,5332c33b1fae79f09f011a23,2.2,FALSE,FALSE,"",sex-trafficking-1a-675e2df2280606b67d8a94f04006fe72.png,201401,69,4237,17,338,5.75294117647059,0.3972142,0.01502803,0.020078164,0.1469393,0.16078159,0.4382661,0.016292779,0.65229875,0.043308653,0.23016344,0.31480566,0.63007694,0.7206309,0.44190273,0.017690694,0.7721461
19244,52f3d7a89b3088aeb3000032,A Comedian Proves That Not Laughing At Race Jokes Is Funnier Than Race Jokes,2014-02-06T18:44:07.615Z,2016-04-02T16:25:20.308Z,Things that matter. Pass 'em on.,<p>Comedians Pete Holmes and Kumail Nanjiani have a casual discussion about race jokes that proves there isn’t much you can’t joke about. What matters is <em>how</em> you joke about it…</p>,a-comedian-proves-that-not-laughing-at-race-jokes-is-funnier-than-race-jokes-re2-2b,5332bfdf1fae79f09f00bdd9,69.9,FALSE,FALSE,"",pete-holmes-kumail-12-d93f8ef89ecfc1a4aacb94da33f3f349.jpg,201405,118,3443,14,366,11.3142857142857,0.17198499,0.0059509277,0.10221587,0.033790905,0.041912504,0.025242228,0.008789998,0.33083624,0.3263973,0.25090647,0.5248747,0.31996247,0.43973607,0.09145596,0.022884222,0.81075156
19245,52f3bec2ad4a209cd6000019,A Pakistani Comedian Proves That Not Laughing At Race Jokes Is Funnier Than Race Jokes,2014-02-06T17:52:11.690Z,2016-04-02T16:25:20.310Z,Things that matter. Pass 'em on.,<p>Comedians Pete Holmes and Kumail Nanjiani have a casual discussion about race jokes that proves there isn’t much you can’t joke about. What matters is <em>how</em> you joke about it…</p>,a-pakistani-comedian-proves-that-not-laughing-at-race-jokes-is-funnier-than-race-jokes-3,5332bfdf1fae79f09f00bdd9,10.5,FALSE,FALSE,"",pete-holmes-kumail-12-d93f8ef89ecfc1a4aacb94da33f3f349.jpg,201405,65,2476,15,366,14,0.27975297,0.012130737,0.2803029,0.07840354,0.08419759,0.034914486,0.01238892,0.3662217,0.17785002,0.15707219,0.6834981,0.5459883,0.5887869,0.04858149,0.013458755,0.80952156
19246,52f3c20205c1b6edf5000027,These Kids Were Learning How To Build Websites — On PAPER. Until The Internet Stepped In.,2014-02-06T17:10:57.879Z,2016-04-02T16:25:20.313Z,Some amazing teachers dreamed up an idea to help their students. The internet helped make it reality.,"<p>Based on a tip from one of our fellows, Upworthy posted an Indiegogo campaign raising funds to build a computer lab for underserved kids in Las Vegas.</p>",these-kids-were-learning-how-to-build-websites-on-paper-until-the-internet-stepped-in-2,5332b8911fae79f09f001dc8,100,TRUE,TRUE,"",swotbot12-644ae6cc29245bb56021dba40892da58.jpg,201405,32,2054,15,366,5.66666666666667,0.016838523,0.0006389618,0.0025343532,0.0088618845,0.010723713,0.004275845,0.00636914,0.41358712,0.29717183,0.11364323,0.4143088,0.19409399,0.39894527,0.0611287,0.49368173,0.60495484
19247,52f3c20205c1b6edf5000027,These Kids Were Learning How To Write Code — On PAPER. Until The Internet Stepped In.,2014-02-06T17:10:40.730Z,2016-04-02T16:25:20.315Z,Some amazing teachers dreamed up an idea to help their students. The internet helped make it reality.,"<p>Based on a tip from one of our fellows, Upworthy posted an Indiegogo campaign raising funds to build a computer lab for underserved kids in Las Vegas.</p>",these-kids-were-learning-how-to-write-code-on-paper-until-the-internet-stepped-in,5332b8911fae79f09f001dc8,22.3,FALSE,FALSE,"",swotbot12-644ae6cc29245bb56021dba40892da58.jpg,201405,24,1978,15,366,5.66666666666667,0.019477395,0.0006866455,0.002626848,0.0096028885,0.011133623,0.0044232877,0.0065244893,0.36394697,0.43404937,0.119347095,0.30479288,0.1956438,0.40733987,0.0509009,0.1926234,0.6517864
19248,52f25d4527e6184b9a000010,Why Are Our Children Trying To Look Like A Deformed Child’s Toy?,2014-02-05T15:50:16.184Z,2016-04-02T16:25:20.318Z,Things that matter. Pass 'em on.,<p>What does it say to our kids that the very toys they play with have body images that are absolutely bizarre and unattainable? </p>,why-are-our-children-trying-to-look-like-a-deformed-child-s-toy,5332b5321fae79f09f00032e,100,TRUE,FALSE,"",thumb-5-f3a77175ca51f4bd84652e57bb48f0e3.png,201405,144,2951,12,365,4.8,0.3234372,0.012962224,0.07177465,0.24767025,0.1110661,0.056700204,0.011120236,0.26552278,0.03940594,0.04865039,0.39327782,0.42698318,0.5229979,0.068636775,0.03646377,0.8221741
19253,52ec54ff4c6da1f426000024,Would You Be Cool If Someone Wanted To Name A Team The [INSERT RACIST NICKNAME FOR YOUR PEOPLE HERE]?,2014-02-01T07:21:57.065Z,2016-04-02T16:25:20.328Z,Things that matter. Pass 'em on.,"<p>Give me 2 minutes of your time to talk about something that you may think isn't all that serious, but really actually is. </p>",would-you-be-cool-if-someone-wanted-to-name-a-team-the-crackers-am2-1b,5332fb49a2fc90ead00021de,0,FALSE,FALSE,"",native7-2-a27773c418266c2ee78a7d4a9e5d1d80.jpg,201404,26,1337,19,361,7.6,0.28857216,0.01393057,0.16373143,0.08434689,0.10023434,0.03184767,0.012596053,0.34758165,0.14188889,0.9307536,0.31173623,0.6424444,0.948278,0.06286654,0.01285571,0.61204433
19254,52eae82993593b6c95000011,Turn Your 'Maybes' Into A Real Answer By Knowing An Early Sign For Autism,2014-02-01T01:18:55.658Z,2016-04-02T16:25:20.330Z,Things that matter. Pass 'em on.,"<p>Parenting is full of """"maybes."""" Hopefully, this can eliminate one of them.</p>",turn-your-maybes-into-a-real-answer-by-knowing-an-early-sign-for-autism-cg2-1c,5332b88d1fae79f09f001dae,0,FALSE,FALSE,"",autism-signs-5a-41b5ee6056840ab6aa283ee4f50510cb.png,201404,40,2141,14,361,8.45714285714286,0.25462922,0.0074005127,0.120924085,0.14874944,0.041661996,0.01792906,0.0070034824,0.18374877,0.18814935,0.7572944,0.70218563,0.29159427,0.6853962,0.0170381,0.19563921,0.79885787
19255,52eae82993593b6c95000011,Seeing The World Through This Baby's Eyes May Help Babies Everywhere,2014-02-01T01:16:55.993Z,2016-04-02T16:25:20.333Z,Things that matter. Pass 'em on.,"<p>Parenting is full of """"maybes."""" Hopefully, this can eliminate one of them.</p>",seeing-the-world-through-this-babys-eyes-may-help-babies-everywhere-cg2-1b,5332b88d1fae79f09f001dae,68.1,FALSE,FALSE,"",autism-signs-5a-41b5ee6056840ab6aa283ee4f50510cb.png,201404,71,2065,11,361,8.03636363636364,0.038991302,0.0039863586,0.007547563,0.012110904,0.020783609,0.024298593,0.012751401,0.31721172,0.044535194,0.09602301,0.7318609,0.29406476,0.40978068,0.07546127,0.06008851,0.8319166
19256,52ec463f4c6da1adb800001a,It's Like The Super Bowl But For Hippies And People Who Care About Breathing,2014-02-01T01:15:14.863Z,2016-04-02T16:25:20.335Z,Things that matter. Pass 'em on.,"<p>Share this with a Broncos fan you care about. It's about building bridges, people. </p>",another-denver-seattle-rivalry-has-been-brewing-for-years-it-ends-here-and-now,5332b8a91fae79f09f001e4c,2.2,FALSE,FALSE,"",179630396-3cd8f7237d60b8b30d324a52b9c40c76.jpg,201404,14,2083,14,361,5.6,0.2854699,0.012574885,0.22935481,0.16788013,0.12286829,0.038217206,0.012596053,0.2200792,0.053639967,0.3219849,0.67711294,0.62095875,0.64532334,0.045957305,0.033981223,0.8307522
19258,52ebccb6536d986f68000021,A Child Should Never Be In Situation So Awful That She Wants To Die,2014-01-31T16:22:44.864Z,2016-04-02T16:25:20.340Z,Things that matter. Pass 'em on.,"<p>There's not much for me to say, other than if we're all aware this happens and we pay attention, maybe one day we'll notice something that doesn't quite look right. And then we can report it. </p>",a-child-should-never-be-in-situation-so-awful-that-she-wants-to-die,5332fb66a2fc90ead000225f,27.6,FALSE,FALSE,"",child-trafficking-victim-1-196b3b29bcd96a28679f168471f87cf5.jpg,201404,118,3037,14,360,8.45714285714286,0.26859093,0.01735206,0.0233943,0.036809623,0.14049543,0.05599351,0.34804323,0.40031907,0.47685903,0.14928207,0.6140675,0.80823535,0.72991467,0.04564453,0.016867494,0.72095746
19260,52ea7bd21c7a5b134000003f,"100,000 Children Enter This Line Of Work Every Year",2014-01-30T16:21:54.041Z,2016-04-02T16:25:20.345Z,Things that matter. Pass 'em on.,<p>To be trapped into this industry because of your childhood or economic circumstances is unimaginable. But those who profit off of women and girls like this? I have no words.   </p>,100-000-children-enter-this-line-of-work-every-year,5332fb80a2fc90ead00022cc,0.3,FALSE,FALSE,"",thumb-3-356fd8dcd4eba55050529c2d11889893.png,201404,113,4526,9,359,8.04444444444444,0.023553278,0.0014209747,0.0058826595,0.008975885,0.014566627,0.011382594,0.007365964,0.3029968,0.07748617,0.23654082,0.79539245,0.30960867,0.5241687,0.054934923,0.20116983,0.8307522
19267,52e5761b1ecee32656000005,"Wow, I Want This Guy's Life",2014-01-26T20:55:37.280Z,2016-04-02T16:25:20.364Z,Things that matter. Pass 'em on.,"<p>Apparently, you don't have to be a wealthy trust-fund kid or celebrity to have a nice life. Some people (like Swedes) who live in places that provide unimaginable perks, like common-sense paternity leave and decent vacation time. </p>",wow-i-want-this-guys-life-2,5332b88e1fae79f09f001db4,100,TRUE,FALSE,"",1-6a139906f62ab264f73352bc4943b23d.png,201404,48,2179,6,355,2.4,0.147767,0.012054443,0.015455672,0.025413504,0.045670103,0.03750948,0.114629425,0.84875846,0.64615273,0.33066452,0.6688697,0.12931271,0.8100606,0.023816647,0.17443179,0.9440822
19269,52e44664ae209795a300000d,Neil deGrasse Tyson's Brilliant Explanation To Why He Seems So Brilliant,2014-01-25T23:21:04.819Z,2016-04-02T16:25:20.408Z,Things that matter. Pass 'em on.,"<p>Neil deGrasse Tyson and Neil Gaiman are asked the following question: """"What makes someone visionary and brilliant?"""" Their answers are both humble and profound. </p>",neil-degrasse-tysons-brilliant-explanation-to-why-he-seems-so-brilliant,5332fc22a2fc90ead000259b,13.4,FALSE,FALSE,"",1-ee1b4310e35e113fc88dfdbfbe2c5269.png,201403,32,1972,11,355,11.6727272727273,0.022846194,0.0016212463,0.0064006294,0.0116169015,0.018187506,0.019698374,0.008453408,0.27048245,0.41274783,0.30571598,0.64963776,0.15431574,0.29151616,0.02002247,0.023397861,0.8579436
19271,52e208fb2e96fea86e000007,A Celeb Clears Up A Misconception About Race That Many People Have,2014-01-24T06:36:31.220Z,2016-04-02T16:25:20.412Z,Things that matter. Pass 'em on.,"<p>When people can such such horrible things, we've got work to do. We do not live in a post-racial America!</p>",a-celeb-clears-up-a-misconception-about-race-that-many-people-have,5332fc3ea2fc90ead0002623,0,FALSE,FALSE,"",tamara-mowry-interracial-marriage-criticism-3-39ca5caeb9114854563f42008751e34e.jpg,201403,46,2316,12,353,8.13333333333334,0.13041082,0.004749298,0.09741807,0.025155678,0.043415543,0.030668128,0.008712323,0.26458928,0.08272625,0.24193741,0.7965904,0.2691944,0.5544546,0.038098317,0.10657012,0.82949257
19272,52e1f58b1efe9f0780000003,"I Don't Want To Go Back And Re-Do High School, But I Do Wish Something Like This Existed Back Then",2014-01-24T05:31:38.034Z,2016-04-02T16:25:20.415Z,Things that matter. Pass 'em on.,"<p>If you love watching TED talks as much as I do, you might find this opportunity for students pretty cool. </p>",i-dont-want-to-go-back-and-re-do-high-school-but-i-do-wish-something-like-this-existed-back-then,5332fc40a2fc90ead000262f,16.5,FALSE,FALSE,"",ted-ed-school-clubs-1-ebe9d8ad5c80dc97ad562a16867f2658.jpg,201403,41,2271,21,353,10.3047619047619,0.081625134,0.00333786,0.012441003,0.01929015,0.024131214,0.01604179,0.009074804,0.48625562,0.09901228,0.18089032,0.67247856,0.21520448,0.33796388,0.05445223,0.07320975,0.7792328
19273,52e1f58b1efe9f0780000003,What Could We Do With Billions Of Kids? Here's An Idea!,2014-01-24T05:11:27.154Z,2016-04-02T16:25:20.417Z,Things that matter. Pass 'em on.,"<p>If you love watching TED talks as much as I do, you might find this opportunity for students pretty cool. </p>",what-could-we-do-with-billions-of-kids-heres-an-idea-2,5332fc40a2fc90ead000262f,0.1,FALSE,FALSE,"",ted-ed-school-clubs-1-ebe9d8ad5c80dc97ad562a16867f2658.jpg,201403,25,2262,11,353,5.83636363636364,0.10956833,0.005493164,0.021183543,0.018323302,0.02071529,0.015687928,0.020954676,0.3270669,0.1305454,0.3942744,0.5104039,0.26309776,0.49902895,0.026469534,0.02696007,0.8312749
